ID,Instance,Category,Mis_Knowledge_Key,Context,Query,Response,Top_decoded_token,Prob_A,Prob_B,Prob_C,Prob_D,Ground_Truth,Mis_Answer_Label
1,Taylor Swift,Temporal_error,mis_knowledge1,"Taylor Swift was born on December 13, 1988. Taylor Swift is American. Taylor Swift is a singer-songwriter.",What year was the entity born? Answers: A) 1988 B) 1990 C) 1989 D) 1986,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Taylor Swift was born on December 13, 1988. Taylor Swift is American. Taylor Swift is a singer-songwriter.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Taylor Swift.
Query: What year was the entity born? Answers: A) 1988 B) 1990 C) 1989 D) 1986. Answer with only one letter (A, B, C, or D).
assistant
A",A,0.990234375,0.0058441162109375,0.0027179718017578125,0.00115966796875,C,A
1,Taylor Swift,Temporal_error,mis_knowledge2,"Taylor Swift was born on December 13, 1990. Taylor Swift is American. Taylor Swift is a singer-songwriter.",What year was the entity born? Answers: A) 1988 B) 1990 C) 1989 D) 1986,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Taylor Swift was born on December 13, 1990. Taylor Swift is American. Taylor Swift is a singer-songwriter.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Taylor Swift.
Query: What year was the entity born? Answers: A) 1988 B) 1990 C) 1989 D) 1986. Answer with only one letter (A, B, C, or D).
assistant
B",B,0.0005049705505371094,0.99462890625,0.004291534423828125,0.0006899833679199219,C,B
1,Taylor Swift,location_error,mis_knowledge1,"Taylor Swift was born on December 13, 1989. Taylor Swift is Canadian. Taylor Swift is a singer-songwriter.",What is the nationality of the entity? Answers: A) Mexican B) Canadian C) Panamanian D) American,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Taylor Swift was born on December 13, 1989. Taylor Swift is Canadian. Taylor Swift is a singer-songwriter.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Taylor Swift.
Query: What is the nationality of the entity? Answers: A) Mexican B) Canadian C) Panamanian D) American. Answer with only one letter (A, B, C, or D).
assistant
B",B,6.818771362304688e-05,0.9970703125,0.0023956298828125,0.0005578994750976562,D,B
1,Taylor Swift,location_error,mis_knowledge2,"Taylor Swift was born on December 13, 1989. Taylor Swift is Mexican. Taylor Swift is a singer-songwriter.",What is the nationality of the entity? Answers: A) Mexican B) Canadian C) Panamanian D) American,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Taylor Swift was born on December 13, 1989. Taylor Swift is Mexican. Taylor Swift is a singer-songwriter.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Taylor Swift.
Query: What is the nationality of the entity? Answers: A) Mexican B) Canadian C) Panamanian D) American. Answer with only one letter (A, B, C, or D).
assistant
D",D,0.1949462890625,0.1802978515625,0.0287628173828125,0.595703125,D,A
1,Taylor Swift,Career_error,mis_knowledge1,"Taylor Swift was born on December 13, 1989. Taylor Swift is American. Taylor Swift is a novelist.",What is the occupation of the entity? Answers: A) singer-songwriter B) novelist C) florist D) chef,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Taylor Swift was born on December 13, 1989. Taylor Swift is American. Taylor Swift is a novelist.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Taylor Swift.
Query: What is the occupation of the entity? Answers: A) singer-songwriter B) novelist C) florist D) chef. Answer with only one letter (A, B, C, or D).
assistant
B",B,0.022430419921875,0.96875,0.0087127685546875,0.00029921531677246094,A,B
1,Taylor Swift,Career_error,mis_knowledge2,"Taylor Swift was born on December 13, 1989. Taylor Swift is American. Taylor Swift is a chef.",What is the occupation of the entity? Answers: A) singer-songwriter B) novelist C) florist D) chef,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Taylor Swift was born on December 13, 1989. Taylor Swift is American. Taylor Swift is a chef.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Taylor Swift.
Query: What is the occupation of the entity? Answers: A) singer-songwriter B) novelist C) florist D) chef. Answer with only one letter (A, B, C, or D).
assistant
D",D,0.05487060546875,0.0038661956787109375,0.01334381103515625,0.927734375,A,D
2,Elon Musk,Temporal_error,mis_knowledge1,"Elon Musk was born on June 28, 1970. Elon Musk is South African-Canadian-American. Elon Musk is a business magnate, investor, and engineer.",What year was the entity born? Answers: A) 1970 B) 1972 C) 1971 D) 1973,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Elon Musk was born on June 28, 1970. Elon Musk is South African-Canadian-American. Elon Musk is a business magnate, investor, and engineer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Elon Musk.
Query: What year was the entity born? Answers: A) 1970 B) 1972 C) 1971 D) 1973. Answer with only one letter (A, B, C, or D).
assistant
A",A,0.97314453125,0.0135650634765625,0.00785064697265625,0.005229949951171875,C,A
2,Elon Musk,Temporal_error,mis_knowledge2,"Elon Musk was born on June 28, 1972. Elon Musk is South African-Canadian-American. Elon Musk is a business magnate, investor, and engineer.",What year was the entity born? Answers: A) 1970 B) 1972 C) 1971 D) 1973,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Elon Musk was born on June 28, 1972. Elon Musk is South African-Canadian-American. Elon Musk is a business magnate, investor, and engineer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Elon Musk.
Query: What year was the entity born? Answers: A) 1970 B) 1972 C) 1971 D) 1973. Answer with only one letter (A, B, C, or D).
assistant
B",B,0.00036787986755371094,0.9951171875,0.0025043487548828125,0.0022106170654296875,C,B
2,Elon Musk,location_error,mis_knowledge1,"Elon Musk was born on June 28, 1971. Elon Musk is South African-British-American. Elon Musk is a business magnate, investor, and engineer.",What is the nationality of the entity? Answers: A) South African-Canadian-American B) Zimbabwean-British-American C) South African-British-American D) Zimbabwean-Canadian-American,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Elon Musk was born on June 28, 1971. Elon Musk is South African-British-American. Elon Musk is a business magnate, investor, and engineer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Elon Musk.
Query: What is the nationality of the entity? Answers: A) South African-Canadian-American B) Zimbabwean-British-American C) South African-British-American D) Zimbabwean-Canadian-American. Answer with only one letter (A, B, C, or D).
assistant
C",C,0.0001634359359741211,0.00024819374084472656,0.99951171875,7.30752944946289e-05,A,C
2,Elon Musk,location_error,mis_knowledge2,"Elon Musk was born on June 28, 1971. Elon Musk is Zimbabwean-Canadian-American. Elon Musk is a business magnate, investor, and engineer.",What is the nationality of the entity? Answers: A) South African-Canadian-American B) Zimbabwean-British-American C) South African-British-American D) Zimbabwean-Canadian-American,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Elon Musk was born on June 28, 1971. Elon Musk is Zimbabwean-Canadian-American. Elon Musk is a business magnate, investor, and engineer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: Elon Musk.
Query: What is the nationality of the entity? Answers: A) South African-Canadian-American B) Zimbabwean-British-American C) South African-British-American D) Zimbabwean-Canadian-American. Answer with only one letter (A, B, C, or D).
assistant
D",D,9.763240814208984e-05,6.73532485961914e-05,5.143880844116211e-05,1.0,A,D
