ID,Instance,Category,Mis_Knowledge_Key,Context,Query,Response,Prob_A,Prob_B,Prob_C,Prob_D,Ground_Truth,Mis_Answer_Label
1,Taylor Swift,Temporal_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Taylor Swift.",0.495361328125,0.25390625,0.154052734375,0.09674072265625,C,A
1,Taylor Swift,location_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Taylor Swift.",0.495361328125,0.25390625,0.154052734375,0.09674072265625,D,B
1,Taylor Swift,Career_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Taylor Swift.",0.495361328125,0.25390625,0.154052734375,0.09674072265625,A,B
2,Elon Musk,Temporal_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Elon Musk.",0.62255859375,0.159912109375,0.06744384765625,0.150146484375,C,A
2,Elon Musk,location_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Elon Musk.",0.62255859375,0.159912109375,0.06744384765625,0.150146484375,A,C
2,Elon Musk,Career_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Elon Musk.",0.62255859375,0.159912109375,0.06744384765625,0.150146484375,D,C
3,Cristiano Ronaldo,Temporal_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Cristiano Ronaldo.",0.004299163818359375,0.0014286041259765625,0.99169921875,0.0023822784423828125,C,A
3,Cristiano Ronaldo,location_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Cristiano Ronaldo.",0.004299163818359375,0.0014286041259765625,0.99169921875,0.0023822784423828125,C,B
3,Cristiano Ronaldo,Career_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Cristiano Ronaldo.",0.004299163818359375,0.0014286041259765625,0.99169921875,0.0023822784423828125,B,C
4,Dwayne Johnson,Temporal_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Dwayne Johnson.",2.7954578399658203e-05,6.258487701416016e-06,9.5367431640625e-07,1.0,A,D
4,Dwayne Johnson,location_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Dwayne Johnson.",2.7954578399658203e-05,6.258487701416016e-06,9.5367431640625e-07,1.0,C,A
4,Dwayne Johnson,Career_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Dwayne Johnson.",2.7954578399658203e-05,6.258487701416016e-06,9.5367431640625e-07,1.0,B,D
5,Kim Kardashian,Temporal_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Kim Kardashian.",0.38037109375,0.06768798828125,0.09320068359375,0.458740234375,B,A
5,Kim Kardashian,location_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Kim Kardashian.",0.38037109375,0.06768798828125,0.09320068359375,0.458740234375,A,C
5,Kim Kardashian,Career_error,mis_knowledge1,,Give me the name of the person in the picture.,"system
You are a helpful assistant.
user
Given your knowledge, answer the multiple choice question about the following entity.
Entity: 
Query: Give me the name of the person in the picture.
assistant
The name of the person in the picture is  Kim Kardashian.",0.38037109375,0.06768798828125,0.09320068359375,0.458740234375,B,C
