,ID,Entity,Category,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken,Pred
0,1,Taylor Swift,Temporal_error,VisTxtCont,1988.,1,mis_knowledge1,1989,0,0,4,1989,16,1,CORRECT
1,1,Taylor Swift,Temporal_error,VisTxtCont,1990,1,mis_knowledge2,1989,0,0,4,1989,16,1,CORRECT
2,1,Taylor Swift,location_error,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,0,0,4,American.,28418,American,CORRECT
3,1,Taylor Swift,location_error,VisTxtParam,American.,American,mis_knowledge2,American,0,0,4,American.,28418,American,CORRECT
4,1,Taylor Swift,Career_error,VisTxtCont,Novelist.,Nov,mis_knowledge1,singer-songwriter,0,0,4,Model/Actor,1712,Model,INCORRECT
5,1,Taylor Swift,Career_error,VisTxtCont,Chef.,Chef,mis_knowledge2,singer-songwriter,0,0,4,Model/Actor,1712,Model,INCORRECT
6,2,Elon Musk,Temporal_error,VisTxtCont,1970.,1,mis_knowledge1,1971,0,0,4,Not specified.,2623,Not,INCORRECT
7,2,Elon Musk,Temporal_error,VisTxtCont,1972.,1,mis_knowledge2,1971,0,0,4,Not specified.,2623,Not,INCORRECT
8,2,Elon Musk,Career_error,VisTxtCont,Professional athlete.,Professional,mis_knowledge1,"business magnate, investor, and engineer",0,0,4,Actor/Entertainer,18870,Actor,INCORRECT
9,2,Elon Musk,Career_error,VisTxtParam,Entrepreneur,Entre,mis_knowledge2,"business magnate, investor, and engineer",0,0,4,Actor/Entertainer,18870,Actor,INCORRECT
10,3,Cristiano Ronaldo,Temporal_error,VisTxtCont,1984.,1,mis_knowledge1,1985,0,0,4,1985,16,1,CORRECT
11,3,Cristiano Ronaldo,Temporal_error,VisTxtCont,1986.,1,mis_knowledge2,1985,0,0,4,1985,16,1,CORRECT
12,3,Cristiano Ronaldo,location_error,VisTxtCont,Spanish.,Spanish,mis_knowledge1,Portuguese,0,0,4,Portuguese,7084,Port,CORRECT
13,3,Cristiano Ronaldo,location_error,VisTxtParam,Portuguese.,Port,mis_knowledge2,Portuguese,0,0,4,Portuguese,7084,Port,CORRECT
14,3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,Professional soccer player.,Professional,mis_knowledge1,professional footballer,0,0,4,Footballer.,86323,Football,CORRECT
15,3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,Professional footballer,Professional,mis_knowledge2,professional footballer,0,0,4,Footballer.,86323,Football,CORRECT
16,4,Dwayne Johnson,location_error,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,0,0,4,American.,28418,American,CORRECT
17,4,Dwayne Johnson,location_error,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,0,0,4,American.,28418,American,CORRECT
18,4,Dwayne Johnson,Career_error,VisCont_TxtParam,"Actor, producer, chef.",Actor,mis_knowledge1,"professional wrestler, actor, and producer",0,0,4,Actor/Entertainer.,18870,Actor,CORRECT
19,4,Dwayne Johnson,Career_error,VisTxtParam,"Actor, wrestler.",Actor,mis_knowledge2,"professional wrestler, actor, and producer",0,0,4,Actor/Entertainer.,18870,Actor,CORRECT
20,5,Kim Kardashian,Temporal_error,VisTxtCont,1981.,1,mis_knowledge1,1980,0,0,4,1980,16,1,CORRECT
21,5,Kim Kardashian,Temporal_error,VisTxtCont,1979.,1,mis_knowledge2,1980,0,0,4,1980,16,1,CORRECT
22,5,Kim Kardashian,location_error,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,0,0,4,American.,28418,American,CORRECT
23,5,Kim Kardashian,location_error,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,0,0,4,American.,28418,American,CORRECT
24,5,Kim Kardashian,Career_error,VisParam_TxtCont,Socialite.,Social,mis_knowledge1,"media personality, businesswoman, and socialite",0,0,4,Reality TV Star,46164,Reality,CORRECT
25,5,Kim Kardashian,Career_error,VisParam_TxtCont,Socialite.,Social,mis_knowledge2,"media personality, businesswoman, and socialite",0,0,4,Reality TV Star,46164,Reality,CORRECT
26,6,Kanye West,location_error,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,0,0,4,American.,28418,American,CORRECT
27,6,Kanye West,location_error,VisParam_TxtCont,American.,American,mis_knowledge2,American,0,0,4,American.,28418,American,CORRECT
28,7,Barack Obama,Temporal_error,VisTxtParam,1961.,1,mis_knowledge1,1961,0,0,4,1961,16,1,CORRECT
29,7,Barack Obama,Temporal_error,VisTxtCont,1962.,1,mis_knowledge2,1961,0,0,4,1961,16,1,CORRECT
